loss,train_loss,iter,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
nan,nan,500,1754804008,checkpoint_000000,True,False,1,52e60_00027,2025-08-10_06-33-28,32.85987639427185,32.85987639427185,1741882,ash,134.226.40.133,32.85987639427185,1
nan,nan,1000,1754804040,checkpoint_000001,True,False,2,52e60_00027,2025-08-10_06-34-00,31.916743278503418,64.77661967277527,1741882,ash,134.226.40.133,64.77661967277527,2
nan,nan,1500,1754804072,checkpoint_000002,True,False,3,52e60_00027,2025-08-10_06-34-32,31.881366968154907,96.65798664093018,1741882,ash,134.226.40.133,96.65798664093018,3
nan,nan,2000,1754804104,checkpoint_000003,True,False,4,52e60_00027,2025-08-10_06-35-04,31.97351598739624,128.63150262832642,1741882,ash,134.226.40.133,128.63150262832642,4
nan,nan,2500,1754804136,checkpoint_000004,True,False,5,52e60_00027,2025-08-10_06-35-36,31.91571021080017,160.5472128391266,1741882,ash,134.226.40.133,160.5472128391266,5
nan,nan,3000,1754804168,checkpoint_000005,True,False,6,52e60_00027,2025-08-10_06-36-08,31.97105383872986,192.51826667785645,1741882,ash,134.226.40.133,192.51826667785645,6
nan,nan,3500,1754804200,checkpoint_000006,True,False,7,52e60_00027,2025-08-10_06-36-40,31.902764320373535,224.42103099822998,1741882,ash,134.226.40.133,224.42103099822998,7
nan,nan,4000,1754804232,checkpoint_000007,True,False,8,52e60_00027,2025-08-10_06-37-12,31.934362649917603,256.3553936481476,1741882,ash,134.226.40.133,256.3553936481476,8
nan,nan,4500,1754804264,checkpoint_000008,True,False,9,52e60_00027,2025-08-10_06-37-44,31.934616804122925,288.2900104522705,1741882,ash,134.226.40.133,288.2900104522705,9
nan,nan,5000,1754804296,checkpoint_000009,True,False,10,52e60_00027,2025-08-10_06-38-16,31.884588956832886,320.1745994091034,1741882,ash,134.226.40.133,320.1745994091034,10
nan,nan,5500,1754804328,checkpoint_000010,True,False,11,52e60_00027,2025-08-10_06-38-48,31.911043405532837,352.08564281463623,1741882,ash,134.226.40.133,352.08564281463623,11
nan,nan,6000,1754804360,checkpoint_000011,True,False,12,52e60_00027,2025-08-10_06-39-20,31.94463324546814,384.03027606010437,1741882,ash,134.226.40.133,384.03027606010437,12
nan,nan,6500,1754804392,checkpoint_000012,True,False,13,52e60_00027,2025-08-10_06-39-52,31.94368052482605,415.9739565849304,1741882,ash,134.226.40.133,415.9739565849304,13
nan,nan,7000,1754804424,checkpoint_000013,True,False,14,52e60_00027,2025-08-10_06-40-24,32.02828764915466,448.0022442340851,1741882,ash,134.226.40.133,448.0022442340851,14
nan,nan,7500,1754804454,checkpoint_000014,True,False,15,52e60_00027,2025-08-10_06-40-54,30.186726570129395,478.1889708042145,1741882,ash,134.226.40.133,478.1889708042145,15
nan,nan,8000,1754804486,checkpoint_000015,True,False,16,52e60_00027,2025-08-10_06-41-26,31.87064814567566,510.05961894989014,1741882,ash,134.226.40.133,510.05961894989014,16
nan,nan,8500,1754804515,checkpoint_000016,True,False,17,52e60_00027,2025-08-10_06-41-55,29.013492107391357,539.0731110572815,1741882,ash,134.226.40.133,539.0731110572815,17
nan,nan,9000,1754804547,checkpoint_000017,True,False,18,52e60_00027,2025-08-10_06-42-27,32.31419658660889,571.3873076438904,1741882,ash,134.226.40.133,571.3873076438904,18
nan,nan,9500,1754804578,checkpoint_000018,True,False,19,52e60_00027,2025-08-10_06-42-58,31.34794855117798,602.7352561950684,1741882,ash,134.226.40.133,602.7352561950684,19
nan,nan,9999,1754804610,checkpoint_000019,True,True,20,52e60_00027,2025-08-10_06-43-30,31.46205735206604,634.1973135471344,1741882,ash,134.226.40.133,634.1973135471344,20
