loss,train_loss,iter,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
nan,nan,500,1754794605,checkpoint_000000,True,False,1,506db_00122,2025-08-10_03-56-45,33.37661647796631,33.37661647796631,1664682,ash,134.226.40.133,33.37661647796631,1
nan,nan,1000,1754794637,checkpoint_000001,True,False,2,506db_00122,2025-08-10_03-57-17,32.11142325401306,65.48803973197937,1664682,ash,134.226.40.133,65.48803973197937,2
nan,nan,1500,1754794669,checkpoint_000002,True,False,3,506db_00122,2025-08-10_03-57-49,32.09149956703186,97.57953929901123,1664682,ash,134.226.40.133,97.57953929901123,3
nan,nan,2000,1754794701,checkpoint_000003,True,False,4,506db_00122,2025-08-10_03-58-21,32.06826829910278,129.647807598114,1664682,ash,134.226.40.133,129.647807598114,4
nan,nan,2500,1754794733,checkpoint_000004,True,False,5,506db_00122,2025-08-10_03-58-53,32.03372073173523,161.68152832984924,1664682,ash,134.226.40.133,161.68152832984924,5
nan,nan,3000,1754794765,checkpoint_000005,True,False,6,506db_00122,2025-08-10_03-59-25,32.05026817321777,193.73179650306702,1664682,ash,134.226.40.133,193.73179650306702,6
nan,nan,3500,1754794797,checkpoint_000006,True,False,7,506db_00122,2025-08-10_03-59-57,32.124603033065796,225.8563995361328,1664682,ash,134.226.40.133,225.8563995361328,7
nan,nan,4000,1754794829,checkpoint_000007,True,False,8,506db_00122,2025-08-10_04-00-29,32.063583850860596,257.9199833869934,1664682,ash,134.226.40.133,257.9199833869934,8
nan,nan,4500,1754794859,checkpoint_000008,True,False,9,506db_00122,2025-08-10_04-00-59,30.25141739845276,288.17140078544617,1664682,ash,134.226.40.133,288.17140078544617,9
nan,nan,5000,1754794891,checkpoint_000009,True,False,10,506db_00122,2025-08-10_04-01-31,32.11886930465698,320.29027009010315,1664682,ash,134.226.40.133,320.29027009010315,10
nan,nan,5500,1754794922,checkpoint_000010,True,False,11,506db_00122,2025-08-10_04-02-02,30.295490980148315,350.58576107025146,1664682,ash,134.226.40.133,350.58576107025146,11
nan,nan,6000,1754794954,checkpoint_000011,True,False,12,506db_00122,2025-08-10_04-02-34,32.25823187828064,382.8439929485321,1664682,ash,134.226.40.133,382.8439929485321,12
nan,nan,6500,1754794984,checkpoint_000012,True,False,13,506db_00122,2025-08-10_04-03-04,30.0692298412323,412.9132227897644,1664682,ash,134.226.40.133,412.9132227897644,13
nan,nan,7000,1754795013,checkpoint_000013,True,False,14,506db_00122,2025-08-10_04-03-33,29.240251064300537,442.15347385406494,1664682,ash,134.226.40.133,442.15347385406494,14
nan,nan,7500,1754795046,checkpoint_000014,True,False,15,506db_00122,2025-08-10_04-04-06,32.672810316085815,474.82628417015076,1664682,ash,134.226.40.133,474.82628417015076,15
nan,nan,8000,1754795079,checkpoint_000015,True,False,16,506db_00122,2025-08-10_04-04-39,32.67765402793884,507.5039381980896,1664682,ash,134.226.40.133,507.5039381980896,16
nan,nan,8500,1754795111,checkpoint_000016,True,False,17,506db_00122,2025-08-10_04-05-11,32.50534224510193,540.0092804431915,1664682,ash,134.226.40.133,540.0092804431915,17
nan,nan,9000,1754795144,checkpoint_000017,True,False,18,506db_00122,2025-08-10_04-05-44,32.47520709037781,572.4844875335693,1664682,ash,134.226.40.133,572.4844875335693,18
nan,nan,9500,1754795175,checkpoint_000018,True,False,19,506db_00122,2025-08-10_04-06-15,31.120644330978394,603.6051318645477,1664682,ash,134.226.40.133,603.6051318645477,19
nan,nan,9999,1754795207,checkpoint_000019,True,True,20,506db_00122,2025-08-10_04-06-47,32.114156007766724,635.7192878723145,1664682,ash,134.226.40.133,635.7192878723145,20
